Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
3/26/2025,Sell to Open,CAT 04/04/2025 320.00 P,PUT CATERPILLAR INC $320 EXP 04/04/25,2,$1.04 ,$0.54 ,$207.46 
3/26/2025,Sell to Open,AVGO 04/04/2025 160.00 P,PUT BROADCOM INC $160 EXP 04/04/25,2,$0.83 ,$0.53 ,$165.47 
3/26/2025,Sell to Open,ORCL 04/04/2025 135.00 P,PUT ORACLE CORP $135 EXP 04/04/25,2,$0.64 ,$0.53 ,$127.47 
3/26/2025,Sell to Open,WDAY 04/04/2025 237.50 P,PUT WORKDAY INC $237.5 EXP 04/04/25,2,$1.05 ,$0.54 ,$209.46 
3/26/2025,Sell to Open,NVDA 04/04/2025 108.00 P,PUT NVIDIA CORP $108 EXP 04/04/25,2,$0.91 ,$0.54 ,$181.46 
3/26/2025,Sell to Open,HD 04/04/2025 340.00 P,PUT HOME DEPOT INC $340 EXP 04/04/25,2,$0.60 ,$0.53 ,$119.47 
3/26/2025,Cash Dividend,XLF,SELECT STR FINANCIAL SELECT SPDR ETF,,,,$73.30 
3/25/2025,Sell to Open,AVGO 04/04/2025 175.00 P,PUT BROADCOM INC $175 EXP 04/04/25,2,$1.19 ,$0.54 ,$237.46 
3/25/2025,Buy to Close,AAPL 03/28/2025 230.00 C,CALL APPLE INC $230 EXP 03/28/25,1,$0.23 ,$0.26 ,($23.26)
3/25/2025,Sell to Open,XOM 04/04/2025 115.00 P,PUT EXXON MOBIL CORP $115 EXP 04/04/25,3,$0.91 ,$0.80 ,$272.20 
03/24/2025 as of 03/21/2025,Expired,NVDA 03/21/2025 131.00 C,CALL NVIDIA CORP $131 EXP 03/21/25,5,,,
03/24/2025 as of 03/21/2025,Expired,RF 03/21/2025 21.00 P,PUT REGIONS FINL CORP NE$21 EXP 03/21/25,3,,,
03/24/2025 as of 03/21/2025,Expired,HD 03/21/2025 335.00 P,PUT HOME DEPOT INC $335 EXP 03/21/25,1,,,
03/24/2025 as of 03/21/2025,Expired,CMI 03/21/2025 320.00 P,PUT CUMMINS INC $320 EXP 03/21/25,2,,,
03/24/2025 as of 03/21/2025,Expired,MCD 03/21/2025 295.00 P,PUT MCDONALDS CORP $295 EXP 03/21/25,1,,,
03/24/2025 as of 03/21/2025,Expired,VGT 03/21/2025 550.00 P,PUT VNGRD INFO TECH $550 EXP 03/21/25,3,,,
03/24/2025 as of 03/21/2025,Expired,CAT 03/21/2025 320.00 P,PUT CATERPILLAR INC $320 EXP 03/21/25,2,,,
03/24/2025 as of 03/21/2025,Exchange or Exercise,TOL 03/21/2025 135.00 P,PUT TOLL BROS INC $135 EXP 03/21/25,-3,,,
03/24/2025 as of 03/21/2025,Exchange or Exercise,TOL 03/21/2025 130.00 P,PUT TOLL BROS INC $130 EXP 03/21/25,-5,,,
03/24/2025 as of 03/21/2025,Exchange or Exercise,TOL 03/21/2025 120.00 P,PUT TOLL BROS INC $120 EXP 03/21/25,-1,,,
03/24/2025 as of 03/21/2025,Assigned,XOM 03/21/2025 115.00 C,CALL EXXON MOBIL CORP $115 EXP 03/21/25,3,,,
03/24/2025 as of 03/21/2025,Exchange or Exercise,NVDA 03/21/2025 140.00 P,PUT NVIDIA CORP $140 EXP 03/21/25,-40,,,
03/24/2025 as of 03/21/2025,Assigned,GBTC 03/21/2025 68.00 P,PUT GRYSCL BITCOIN TRST $68 EXP 03/21/25,2,,,
03/24/2025 as of 03/21/2025,Sell,TOL,TOLL BROS INC,300,$135.00 ,$1.18 ,"$40,498.82 "
03/24/2025 as of 03/21/2025,Sell,TOL,TOLL BROS INC,500,$130.00 ,$1.89 ,"$64,998.11 "
03/24/2025 as of 03/21/2025,Sell,TOL,TOLL BROS INC,100,$120.00 ,$0.35 ,"$11,999.65 "
03/24/2025 as of 03/21/2025,Sell,XOM,EXXON MOBIL CORP,300,$115.00 ,$1.01 ,"$34,498.99 "
03/24/2025 as of 03/21/2025,Sell,NVDA,NVIDIA CORP,"4,000",$140.00 ,$16.23 ,"$559,983.77 "
03/24/2025 as of 03/21/2025,Buy,GBTC,GRAYSCALE BITCOIN TRUST ETF,200,$68.00 ,,"($13,600.00)"
3/21/2025,Cash Dividend,IYF,ISHARES US FINANCIALS ETF,,,,$37.05 
03/21/2025 as of 03/20/2025,Assigned,AAPL 04/17/2025 250.00 P,PUT APPLE INC $250 EXP 04/17/25,9,,,
03/21/2025 as of 03/20/2025,Buy,AAPL,APPLE INC,900,$250.00 ,,"($225,000.00)"
3/20/2025,Sell to Open,HD 03/28/2025 335.00 P,PUT HOME DEPOT INC $335 EXP 03/28/25,2,$0.54 ,$0.53 ,$107.47 
3/20/2025,Sell to Open,COST 03/28/2025 860.00 P,PUT COSTCO WHSL CORP NEW$860 EXP 03/28/25,1,$2.66 ,$0.27 ,$265.73 
3/20/2025,Sell to Open,CAT 03/28/2025 320.00 P,PUT CATERPILLAR INC $320 EXP 03/28/25,2,$1.07 ,$0.54 ,$213.46 
3/20/2025,Buy to Close,WDAY 03/28/2025 265.00 C,CALL WORKDAY INC $265 EXP 03/28/25,2,$0.53 ,$0.52 ,($106.52)
03/20/2025 as of 03/19/2025,Assigned,IYF 03/21/2025 116.00 P,PUT ISHR US FINANCIALS $116 EXP 03/21/25,1,,,
03/20/2025 as of 03/19/2025,Buy,IYF,ISHARES US FINANCIALS ETF,100,$116.00 ,,"($11,600.00)"
3/18/2025,Sell to Open,ORCL 03/28/2025 140.00 P,PUT ORACLE CORP $140 EXP 03/28/25,1,$0.91 ,$0.26 ,$90.74 
3/18/2025,Sell to Open,NVDA 03/28/2025 105.00 P,PUT NVIDIA CORP $105 EXP 03/28/25,2,$0.75 ,$0.53 ,$149.47 
3/18/2025,Sell to Open,MCD 03/21/2025 295.00 P,PUT MCDONALDS CORP $295 EXP 03/21/25,1,$0.54 ,$0.26 ,$53.74 
3/18/2025,Sell to Open,HD 03/21/2025 335.00 P,PUT HOME DEPOT INC $335 EXP 03/21/25,1,$0.68 ,$0.26 ,$67.74 
3/18/2025,Sell to Open,CAT 03/21/2025 320.00 P,PUT CATERPILLAR INC $320 EXP 03/21/25,2,$0.46 ,$0.53 ,$91.47 
03/18/2025 as of 03/17/2025,Assigned,AAPL 04/17/2025 250.00 P,PUT APPLE INC $250 EXP 04/17/25,1,,,
03/18/2025 as of 03/17/2025,Assigned,NVDA 03/21/2025 150.00 P,PUT NVIDIA CORP $150 EXP 03/21/25,20,,,
03/18/2025 as of 03/17/2025,Buy,AAPL,APPLE INC,100,$250.00 ,,"($25,000.00)"
03/18/2025 as of 03/17/2025,Buy,NVDA,NVIDIA CORP,"2,000",$150.00 ,,"($300,000.00)"
3/17/2025,Reinvest Dividend,SGUXX,SCHWAB GOVERNMENT MONEY ULTRA,,,,"$8,086.45 "
3/17/2025,Reinvest Shares,SGUXX,SCHWAB GOVERNMENT MONEY ULTRA,"8,086.45",$1.00 ,,"($8,086.45)"
3/17/2025,Sell to Open,WDAY 03/28/2025 237.50 P,PUT WORKDAY INC $237.5 EXP 03/28/25,2,$1.37 ,$0.54 ,$273.46 
3/17/2025,Sell to Open,CMI 04/17/2025 280.00 P,PUT CUMMINS INC $280 EXP 04/17/25,2,$1.02 ,$0.54 ,$203.46 
3/17/2025,Sell to Open,DE 04/04/2025 440.00 P,PUT DEERE & CO $440 EXP 04/04/25,1,$2.01 ,$0.27 ,$200.73 
3/17/2025,Sell to Open,INTC 03/28/2025 23.50 P,PUT INTEL CORP $23.5 EXP 03/28/25,10,$0.24 ,$2.65 ,$237.35 
3/17/2025,Sell to Open,COST 03/28/2025 840.00 P,PUT COSTCO WHSL CORP NEW$840 EXP 03/28/25,1,$1.43 ,$0.26 ,$142.74 
3/17/2025,Sell to Open,AVGO 03/28/2025 170.00 P,PUT BROADCOM INC $170 EXP 03/28/25,2,$1.09 ,$0.54 ,$217.46 
3/17/2025,Sell to Open,WDAY 03/28/2025 265.00 C,CALL WORKDAY INC $265 EXP 03/28/25,2,$0.65 ,$0.53 ,$129.47 
3/17/2025,Sell to Open,MCD 03/28/2025 287.50 P,PUT MCDONALDS CORP $287.5 EXP 03/28/25,1,$0.75 ,$0.26 ,$74.74 
03/17/2025 as of 03/14/2025,Buy,EXPE,EXPEDIA GROUP INC,200,$170.00 ,,"($34,000.00)"
03/17/2025 as of 03/14/2025,Expired,WDAY 03/14/2025 227.50 P,PUT WORKDAY INC $227.5 EXP 03/14/25,2,,,
03/17/2025 as of 03/14/2025,Expired,AVGO 03/14/2025 165.00 P,PUT BROADCOM INC $165 EXP 03/14/25,2,,,
03/17/2025 as of 03/14/2025,Expired,AVGO 03/14/2025 185.00 P,PUT BROADCOM INC $185 EXP 03/14/25,2,,,
03/17/2025 as of 03/14/2025,Assigned,EXPE 03/14/2025 170.00 P,PUT EXPEDIA GROUP INC $170 EXP 03/14/25,2,,,
3/14/2025,Buy to Close,CVX 03/28/2025 165.00 C,CALL CHEVRON CORP NEW $165 EXP 03/28/25,5,$0.32 ,$1.30 ,($161.30)
3/14/2025,Buy to Close,MSFT 03/14/2025 375.00 P,PUT MICROSOFT CORP $375 EXP 03/14/25,2,$0.01 ,$0.02 ,($2.02)
3/14/2025,Buy to Close,HD 03/14/2025 350.00 P,PUT HOME DEPOT INC $350 EXP 03/14/25,3,$0.40 ,$0.78 ,($120.78)
3/14/2025,Sell to Open,AAPL 03/28/2025 230.00 C,CALL APPLE INC $230 EXP 03/28/25,1,$0.56 ,$0.26 ,$55.74 
3/14/2025,Buy to Close,COST 03/14/2025 900.00 P,PUT COSTCO WHSL CORP NEW$900 EXP 03/14/25,2,$0.20 ,$0.52 ,($40.52)
3/14/2025,Buy to Close,AAPL 03/14/2025 235.00 C,CALL APPLE INC $235 EXP 03/14/25,3,$0.01 ,$0.03 ,($3.03)
3/14/2025,Buy to Close,AAPL 03/14/2025 210.00 P,PUT APPLE INC $210 EXP 03/14/25,1,$0.05 ,$0.01 ,($5.01)
3/14/2025,Buy to Close,BLK 03/28/2025 850.00 P,PUT BLACKROCK INC NEW $850 EXP 03/28/25,1,$3.00 ,$0.26 ,($300.26)
3/14/2025,Buy to Close,SPY 03/14/2025 535.00 P,PUT SPDR S&P ...500 $535 EXP 03/14/25,3,$0.01 ,$0.03 ,($3.03)
3/14/2025,Sell to Open,EXPE 03/28/2025 172.50 C,CALL EXPEDIA GROUP INC $172.5 EXP 03/28/25,2,$1.50 ,$0.54 ,$299.46 
3/14/2025,Buy to Open,EXPE 03/28/2025 150.00 P,PUT EXPEDIA GROUP INC $150 EXP 03/28/25,2,$1.65 ,$0.52 ,($330.52)
3/14/2025,Buy to Close,MCD 03/28/2025 270.00 P,PUT MCDONALDS CORP $270 EXP 03/28/25,2,$0.30 ,$0.52 ,($60.52)
3/14/2025,Buy to Close,IBIT 03/14/2025 56.00 C,CALL ISHR BITCOIN TR ETF$56 EXP 03/14/25,3,$0.01 ,$0.03 ,($3.03)
3/14/2025,Buy to Close,CAT 03/14/2025 335.00 P,PUT CATERPILLAR INC $335 EXP 03/14/25,2,$0.15 ,$0.52 ,($30.52)
3/14/2025,Buy to Close,CVX 03/14/2025 143.00 P,PUT CHEVRON CORP NEW $143 EXP 03/14/25,1,$0.01 ,$0.01 ,($1.01)
3/14/2025,Buy to Close,CVX 03/14/2025 165.00 C,CALL CHEVRON CORP NEW $165 EXP 03/14/25,9,$0.01 ,$0.10 ,($9.10)
3/14/2025,Buy to Close,COST 03/14/2025 860.00 P,PUT COSTCO WHSL CORP NEW$860 EXP 03/14/25,1,$0.02 ,$0.01 ,($2.01)
3/14/2025,Buy to Close,COST 03/14/2025 840.00 P,PUT COSTCO WHSL CORP NEW$840 EXP 03/14/25,1,$0.02 ,$0.01 ,($2.01)
3/14/2025,Buy to Close,ORCL 03/14/2025 130.00 P,PUT ORACLE CORP $130 EXP 03/14/25,2,$0.01 ,$0.02 ,($2.02)
3/14/2025,Sell to Open,NVDA 03/21/2025 131.00 C,CALL NVIDIA CORP $131 EXP 03/21/25,5,$0.89 ,$1.32 ,$443.68 
3/14/2025,Buy to Close,NVDA 03/21/2025 130.00 C,CALL NVIDIA CORP $130 EXP 03/21/25,5,$1.05 ,$1.30 ,($526.30)
3/14/2025,Buy to Close,IVV 03/14/2025 550.00 P,PUT ISHR CORE S&P ...500 $550 EXP 03/14/25,1,$0.10 ,$0.26 ,($10.26)
3/14/2025,Buy to Close,MSFT 03/14/2025 360.00 P,PUT MICROSOFT CORP $360 EXP 03/14/25,1,$0.01 ,$0.01 ,($1.01)
3/14/2025,Buy to Close,MSFT 03/14/2025 350.00 P,PUT MICROSOFT CORP $350 EXP 03/14/25,2,$0.01 ,$0.02 ,($2.02)
3/14/2025,Buy to Close,MCD 03/14/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 03/14/25,2,$0.02 ,$0.02 ,($4.02)
3/14/2025,Buy to Close,IBIT 03/14/2025 48.00 P,PUT ISHR BITCOIN TR ETF $48 EXP 03/14/25,1,$0.78 ,$0.26 ,($78.26)
3/14/2025,Buy to Close,DE 03/14/2025 460.00 P,PUT DEERE & CO $460 EXP 03/14/25,2,$0.10 ,$0.52 ,($20.52)
3/14/2025,Sell to Open,BLK 03/28/2025 850.00 P,PUT BLACKROCK INC NEW $850 EXP 03/28/25,1,$4.15 ,$0.27 ,$414.73 
3/14/2025,Sell to Open,AAPL 03/28/2025 227.50 C,CALL APPLE INC $227.5 EXP 03/28/25,3,$1.01 ,$0.80 ,$302.20 
03/14/2025 as of 03/13/2025,Assigned,AAPL 03/14/2025 232.50 P,PUT APPLE INC $232.5 EXP 03/14/25,1,,,
03/14/2025 as of 03/13/2025,Buy,AAPL,APPLE INC,100,$232.50 ,,"($23,250.00)"
3/13/2025,Sell to Open,WDAY 03/28/2025 260.00 C,CALL WORKDAY INC $260 EXP 03/28/25,2,$1.07 ,$0.54 ,$213.46 
3/12/2025,Sell to Open,ORCL 03/28/2025 165.00 C,CALL ORACLE CORP $165 EXP 03/28/25,3,$1.14 ,$0.80 ,$341.20 
3/12/2025,Sell to Open,XOM 03/21/2025 115.00 C,CALL EXXON MOBIL CORP $115 EXP 03/21/25,3,$0.42 ,$0.79 ,$125.21 
3/12/2025,Sell to Open,DE 03/28/2025 405.00 P,PUT DEERE & CO $405 EXP 03/28/25,1,$1.23 ,$0.26 ,$122.74 
3/12/2025,Sell to Open,CVX 03/28/2025 165.00 C,CALL CHEVRON CORP NEW $165 EXP 03/28/25,5,$0.33 ,$1.31 ,$163.69 
3/12/2025,Sell to Open,COST 03/28/2025 800.00 P,PUT COSTCO WHSL CORP NEW$800 EXP 03/28/25,1,$1.05 ,$0.26 ,$104.74 
3/12/2025,Sell to Open,AVGO 03/14/2025 185.00 P,PUT BROADCOM INC $185 EXP 03/14/25,2,$1.05 ,$0.54 ,$209.46 
3/12/2025,Sell to Open,ORCL 03/28/2025 165.00 C,CALL ORACLE CORP $165 EXP 03/28/25,3,$0.60 ,$0.80 ,$179.20 
3/12/2025,Sell to Open,INTC 03/28/2025 24.00 C,CALL INTEL CORP $24 EXP 03/28/25,25,$0.27 ,$6.61 ,$668.39 
3/12/2025,Sell to Open,HD 03/28/2025 395.00 C,CALL HOME DEPOT INC $395 EXP 03/28/25,3,$0.92 ,$0.80 ,$275.20 
3/12/2025,Sell to Open,AVGO 03/28/2025 225.00 C,CALL BROADCOM INC $225 EXP 03/28/25,5,$1.36 ,$1.33 ,$678.67 
3/12/2025,Sell to Open,NVDA 03/21/2025 130.00 C,CALL NVIDIA CORP $130 EXP 03/21/25,5,$1.10 ,$1.33 ,$548.67 
3/11/2025,Sell to Open,AAPL 03/14/2025 210.00 P,PUT APPLE INC $210 EXP 03/14/25,1,$1.10 ,$0.26 ,$109.74 
3/11/2025,Sell to Open,MCD 03/28/2025 270.00 P,PUT MCDONALDS CORP $270 EXP 03/28/25,2,$0.40 ,$0.53 ,$79.47 
3/10/2025,Buy to Open,NVDA 01/16/2026 107.00 P,PUT NVIDIA CORP $107 EXP 01/16/26,2,$17.90 ,$0.52 ,"($3,580.52)"
3/10/2025,Buy,NVDA,NVIDIA CORP,200,$107.00 ,,"($21,400.00)"
3/10/2025,Sell to Open,AAPL 03/14/2025 235.00 C,CALL APPLE INC $235 EXP 03/14/25,3,$1.15 ,$0.80 ,$344.20 
3/10/2025,Sell to Open,COST 03/14/2025 840.00 P,PUT COSTCO WHSL CORP NEW$840 EXP 03/14/25,1,$0.61 ,$0.26 ,$60.74 
3/10/2025,Buy to Open,AAPL 06/18/2026 225.00 P,PUT APPLE INC $225 EXP 06/18/26,3,$23.30 ,$0.78 ,"($6,990.78)"
3/10/2025,Buy,AAPL,APPLE INC,300,$225.00 ,,"($67,500.00)"
3/10/2025,Sell to Open,WDAY 03/14/2025 227.50 P,PUT WORKDAY INC $227.5 EXP 03/14/25,2,$0.62 ,$0.53 ,$123.47 
3/10/2025,Sell to Open,CVX 03/14/2025 165.00 C,CALL CHEVRON CORP NEW $165 EXP 03/14/25,9,$0.21 ,$2.39 ,$186.61 
3/10/2025,Sell to Open,MSFT 03/14/2025 350.00 P,PUT MICROSOFT CORP $350 EXP 03/14/25,2,$0.52 ,$0.53 ,$103.47 
3/10/2025,Sell to Open,RF 03/21/2025 21.00 P,PUT REGIONS FINL CORP NE$21 EXP 03/21/25,3,$0.30 ,$0.79 ,$89.21 
3/10/2025,Buy to Open,ORCL 06/20/2025 150.00 P,PUT ORACLE CORP $150 EXP 06/20/25,3,$15.50 ,$0.78 ,"($4,650.78)"
3/10/2025,Sell to Open,SPY 03/14/2025 535.00 P,PUT SPDR S&P ...500 $535 EXP 03/14/25,3,$0.68 ,$0.80 ,$203.20 
3/10/2025,Sell to Open,DE 03/14/2025 460.00 P,PUT DEERE & CO $460 EXP 03/14/25,2,$0.70 ,$0.53 ,$139.47 
3/10/2025,Sell to Close,HD 03/21/2025 360.00 P,PUT HOME DEPOT INC $360 EXP 03/21/25,3,$2.88 ,$0.81 ,$863.19 
3/10/2025,Buy to Open,HD 06/18/2026 380.00 P,PUT HOME DEPOT INC $380 EXP 06/18/26,3,$39.45 ,$0.78 ,"($11,835.78)"
3/10/2025,Sell to Open,CAT 03/14/2025 335.00 P,PUT CATERPILLAR INC $335 EXP 03/14/25,2,$1.30 ,$0.54 ,$259.46 
3/10/2025,Sell to Open,AVGO 03/14/2025 165.00 P,PUT BROADCOM INC $165 EXP 03/14/25,2,$0.68 ,$0.53 ,$135.47 
3/10/2025,Buy to Open,AMD 06/18/2026 130.00 P,PUT ADVANCED MICRO DEVIC$130 EXP 06/18/26,15,$36.93 ,$3.91 ,"($55,398.91)"
3/10/2025,Sell to Close,AMD 03/21/2025 115.00 P,PUT ADVANCED MICRO DEVIC$115 EXP 03/21/25,15,$14.73 ,$4.56 ,"$22,090.44 "
3/10/2025,Qualified Dividend,CVX,CHEVRON CORP NEW,,,,"$1,539.00 "
3/10/2025,Qualified Dividend,XOM,EXXON MOBIL CORP,,,,$297.00 
03/10/2025 as of 03/07/2025,Buy,INTC,INTEL CORP,"4,500",$23.50 ,,"($105,750.00)"
03/10/2025 as of 03/07/2025,Buy,HD,HOME DEPOT INC,100,$380.00 ,,"($38,000.00)"
03/10/2025 as of 03/07/2025,Buy,ORCL,ORACLE CORP,300,$160.00 ,,"($48,000.00)"
03/10/2025 as of 03/07/2025,Buy,NVDA,NVIDIA CORP,100,$115.00 ,,"($11,500.00)"
03/10/2025 as of 03/07/2025,Buy,NVDA,NVIDIA CORP,100,$116.00 ,,"($11,600.00)"
03/10/2025 as of 03/07/2025,Buy,NVDA,NVIDIA CORP,100,$118.00 ,,"($11,800.00)"
03/10/2025 as of 03/07/2025,Expired,WDAY 03/07/2025 247.50 P,PUT WORKDAY INC $247.5 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,AAPL 03/07/2025 252.50 C,CALL APPLE INC $252.5 EXP 03/07/25,10,,,
03/10/2025 as of 03/07/2025,Expired,MSFT 03/07/2025 360.00 P,PUT MICROSOFT CORP $360 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,AVGO 03/07/2025 160.00 P,PUT BROADCOM INC $160 EXP 03/07/25,3,,,
03/10/2025 as of 03/07/2025,Expired,XOM 03/07/2025 107.00 P,PUT EXXON MOBIL CORP $107 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,MSFT 03/07/2025 410.00 C,CALL MICROSOFT CORP $410 EXP 03/07/25,-2,,,
03/10/2025 as of 03/07/2025,Expired,MSFT 03/07/2025 415.00 C,CALL MICROSOFT CORP $415 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,MSFT 03/07/2025 375.00 P,PUT MICROSOFT CORP $375 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,MCD 03/07/2025 295.00 P,PUT MCDONALDS CORP $295 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,HD 03/07/2025 405.00 C,CALL HOME DEPOT INC $405 EXP 03/07/25,2,,,
03/10/2025 as of 03/07/2025,Expired,CAT 03/07/2025 330.00 P,PUT CATERPILLAR INC $330 EXP 03/07/25,1,,,
03/10/2025 as of 03/07/2025,Assigned,INTC 03/07/2025 23.50 P,PUT INTEL CORP $23.5 EXP 03/07/25,45,,,
03/10/2025 as of 03/07/2025,Assigned,HD 03/07/2025 380.00 P,PUT HOME DEPOT INC $380 EXP 03/07/25,1,,,
03/10/2025 as of 03/07/2025,Assigned,ORCL 03/07/2025 160.00 P,PUT ORACLE CORP $160 EXP 03/07/25,3,,,
03/10/2025 as of 03/07/2025,Assigned,NVDA 03/07/2025 115.00 P,PUT NVIDIA CORP $115 EXP 03/07/25,1,,,
03/10/2025 as of 03/07/2025,Assigned,NVDA 03/07/2025 116.00 P,PUT NVIDIA CORP $116 EXP 03/07/25,1,,,
03/10/2025 as of 03/07/2025,Assigned,NVDA 03/07/2025 118.00 P,PUT NVIDIA CORP $118 EXP 03/07/25,1,,,
3/7/2025,Buy to Close,AAPL 03/07/2025 237.50 P,PUT APPLE INC $237.5 EXP 03/07/25,1,$0.04 ,$0.01 ,($4.01)
3/7/2025,Sell to Open,AAPL 03/14/2025 232.50 P,PUT APPLE INC $232.5 EXP 03/14/25,1,$1.79 ,$0.26 ,$178.74 
3/7/2025,Sell to Open,MSFT 03/14/2025 360.00 P,PUT MICROSOFT CORP $360 EXP 03/14/25,1,$0.52 ,$0.26 ,$51.74 
3/7/2025,Buy to Close,WDAY 03/07/2025 272.50 C,CALL WORKDAY INC $272.5 EXP 03/07/25,2,$0.10 ,$0.52 ,($20.52)
3/7/2025,Sell to Open,COST 03/14/2025 860.00 P,PUT COSTCO WHSL CORP NEW$860 EXP 03/14/25,1,$0.50 ,$0.26 ,$49.74 
3/6/2025,Sell to Open,COST 03/14/2025 900.00 P,PUT COSTCO WHSL CORP NEW$900 EXP 03/14/25,2,$1.07 ,$0.54 ,$213.46 
3/6/2025,Sell to Open,MSFT 03/14/2025 375.00 P,PUT MICROSOFT CORP $375 EXP 03/14/25,2,$0.93 ,$0.54 ,$185.46 
3/6/2025,Sell to Open,IVV 03/14/2025 550.00 P,PUT ISHR CORE S&P ...500 $550 EXP 03/14/25,1,$1.25 ,$0.26 ,$124.74 
3/6/2025,Sell to Open,HD 03/14/2025 350.00 P,PUT HOME DEPOT INC $350 EXP 03/14/25,3,$0.49 ,$0.79 ,$146.21 
