Posted_Date,Transaction_Date,Action,Ticker,Expiry,Option_Type,Strike,Type,Status,Quantity,Price,Amount,Fees & Com,Total_Amount
03/20/2025,03/19/2025,Buy,IYF,,,0.0,Stock Buy,Stock Trade,100.0,116.0,-11600.0,0.0,-11600.0
03/18/2025,03/18/2025,Sell to Open,ORCL,03/28/2025,Put,140.0,Put Sell,Closed,1.0,0.91,90.74,0.26,90.48
03/18/2025,03/18/2025,Sell to Open,NVDA,03/28/2025,Put,105.0,Put Sell,Closed,2.0,0.75,149.47,0.53,148.94
03/18/2025,03/18/2025,Sell to Open,MCD,03/21/2025,Put,295.0,Put Sell,Closed,1.0,0.54,53.74,0.26,53.48
03/18/2025,03/18/2025,Sell to Open,HD,03/21/2025,Put,335.0,Put Sell,Closed,1.0,0.68,67.74,0.26,67.48
03/18/2025,03/18/2025,Sell to Open,CAT,03/21/2025,Put,320.0,Put Sell,Closed,2.0,0.46,91.47,0.53,90.94
03/18/2025,03/17/2025,Assigned,AAPL,04/17/2025,Put,250.0,Put Assigned,Open,1.0,0.0,0.0,0.0,0.0
03/18/2025,03/17/2025,Assigned,NVDA,03/21/2025,Put,150.0,Put Assigned,Closed,20.0,0.0,0.0,0.0,0.0
03/18/2025,03/17/2025,Buy,AAPL,,,0.0,Stock Buy,Stock Trade,100.0,250.0,-25000.0,0.0,-25000.0
03/18/2025,03/17/2025,Buy,NVDA,,,0.0,Stock Buy,Stock Trade,2000.0,150.0,-300000.0,0.0,-300000.0
03/17/2025,03/17/2025,Reinvest Dividend,SGUXX,,,0.0,Reinvest Dividend,Reinvest Dividend,0.0,0.0,8086.45,0.0,8086.45
03/17/2025,03/17/2025,Reinvest Shares,SGUXX,,,0.0,Reinvest Shares,Reinvest Shares,8086.45,1.0,-8086.45,0.0,-8086.45
03/17/2025,03/17/2025,Sell to Open,WDAY,03/28/2025,Put,237.5,Put Sell,Closed,2.0,1.37,273.46,0.54,272.92
03/17/2025,03/17/2025,Sell to Open,CMI,04/17/2025,Put,280.0,Put Sell,Open,2.0,1.02,203.46,0.54,202.92
03/17/2025,03/17/2025,Sell to Open,DE,04/04/2025,Put,440.0,Put Sell,Open,1.0,2.01,200.73,0.27,200.46
03/17/2025,03/17/2025,Sell to Open,INTC,03/28/2025,Put,23.5,Put Sell,Closed,10.0,0.24,237.35,2.65,234.7
03/17/2025,03/17/2025,Sell to Open,COST,03/28/2025,Put,840.0,Put Sell,Closed,1.0,1.43,142.74,0.26,142.48
03/17/2025,03/17/2025,Sell to Open,AVGO,03/28/2025,Put,170.0,Put Sell,Closed,2.0,1.09,217.46,0.54,216.92
03/17/2025,03/17/2025,Sell to Open,WDAY,03/28/2025,Call,265.0,Call Sell,Closed,2.0,0.65,129.47,0.53,128.94
03/17/2025,03/17/2025,Sell to Open,MCD,03/28/2025,Put,287.5,Put Sell,Closed,1.0,0.75,74.74,0.26,74.48
03/17/2025,03/14/2025,Buy,EXPE,,,0.0,Stock Buy,Stock Trade,200.0,170.0,-34000.0,0.0,-34000.0
03/17/2025,03/14/2025,Expired,WDAY,03/14/2025,Put,227.5,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/17/2025,03/14/2025,Expired,AVGO,03/14/2025,Put,165.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/17/2025,03/14/2025,Expired,AVGO,03/14/2025,Put,185.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/17/2025,03/14/2025,Assigned,EXPE,03/14/2025,Put,170.0,Put Assigned,Closed,2.0,0.0,0.0,0.0,0.0
03/14/2025,03/14/2025,Buy to Close,CVX,03/28/2025,Call,165.0,Call Buy,Closed,5.0,0.32,-161.3,1.3,-162.6
03/14/2025,03/14/2025,Buy to Close,MSFT,03/14/2025,Put,375.0,Put Buy,Closed,2.0,0.01,-2.02,0.02,-2.04
03/14/2025,03/14/2025,Buy to Close,HD,03/14/2025,Put,350.0,Put Buy,Closed,3.0,0.4,-120.78,0.78,-121.56
03/14/2025,03/14/2025,Sell to Open,AAPL,03/28/2025,Call,230.0,Call Sell,Closed,1.0,0.56,55.74,0.26,55.48
03/14/2025,03/14/2025,Buy to Close,COST,03/14/2025,Put,900.0,Put Buy,Closed,2.0,0.2,-40.52,0.52,-41.04
03/14/2025,03/14/2025,Buy to Close,AAPL,03/14/2025,Call,235.0,Call Buy,Closed,3.0,0.01,-3.03,0.03,-3.06
03/14/2025,03/14/2025,Buy to Close,AAPL,03/14/2025,Put,210.0,Put Buy,Closed,1.0,0.05,-5.01,0.01,-5.02
03/14/2025,03/14/2025,Buy to Close,BLK,03/28/2025,Put,850.0,Put Buy,Closed,1.0,3.0,-300.26,0.26,-300.52
03/14/2025,03/14/2025,Buy to Close,SPY,03/14/2025,Put,535.0,Put Buy,Closed,3.0,0.01,-3.03,0.03,-3.06
03/14/2025,03/14/2025,Sell to Open,EXPE,03/28/2025,Call,172.5,Call Sell,Closed,2.0,1.5,299.46,0.54,298.92
03/14/2025,03/14/2025,Buy to Open,EXPE,03/28/2025,Put,150.0,Put Buy,Closed,2.0,1.65,-330.52,0.52,-331.04
03/14/2025,03/14/2025,Buy to Close,MCD,03/28/2025,Put,270.0,Put Buy,Closed,2.0,0.3,-60.52,0.52,-61.04
03/14/2025,03/14/2025,Buy to Close,IBIT,03/14/2025,Call,56.0,Call Buy,Closed,3.0,0.01,-3.03,0.03,-3.06
03/14/2025,03/14/2025,Buy to Close,CAT,03/14/2025,Put,335.0,Put Buy,Closed,2.0,0.15,-30.52,0.52,-31.04
03/14/2025,03/14/2025,Buy to Close,CVX,03/14/2025,Put,143.0,Put Buy,Closed,1.0,0.01,-1.01,0.01,-1.02
03/14/2025,03/14/2025,Buy to Close,CVX,03/14/2025,Call,165.0,Call Buy,Closed,9.0,0.01,-9.1,0.1,-9.2
03/14/2025,03/14/2025,Buy to Close,COST,03/14/2025,Put,860.0,Put Buy,Closed,1.0,0.02,-2.01,0.01,-2.02
03/14/2025,03/14/2025,Buy to Close,COST,03/14/2025,Put,840.0,Put Buy,Closed,1.0,0.02,-2.01,0.01,-2.02
03/14/2025,03/14/2025,Buy to Close,ORCL,03/14/2025,Put,130.0,Put Buy,Closed,2.0,0.01,-2.02,0.02,-2.04
03/14/2025,03/14/2025,Sell to Open,NVDA,03/21/2025,Call,131.0,Call Sell,Closed,5.0,0.89,443.68,1.32,442.36
03/14/2025,03/14/2025,Buy to Close,NVDA,03/21/2025,Call,130.0,Call Buy,Closed,5.0,1.05,-526.3,1.3,-527.6
03/14/2025,03/14/2025,Buy to Close,IVV,03/14/2025,Put,550.0,Put Buy,Closed,1.0,0.1,-10.26,0.26,-10.52
03/14/2025,03/14/2025,Buy to Close,MSFT,03/14/2025,Put,360.0,Put Buy,Closed,1.0,0.01,-1.01,0.01,-1.02
03/14/2025,03/14/2025,Buy to Close,MSFT,03/14/2025,Put,350.0,Put Buy,Closed,2.0,0.01,-2.02,0.02,-2.04
03/14/2025,03/14/2025,Buy to Close,MCD,03/14/2025,Put,290.0,Put Buy,Closed,2.0,0.02,-4.02,0.02,-4.04
03/14/2025,03/14/2025,Buy to Close,IBIT,03/14/2025,Put,48.0,Put Buy,Closed,1.0,0.78,-78.26,0.26,-78.52
03/14/2025,03/14/2025,Buy to Close,DE,03/14/2025,Put,460.0,Put Buy,Closed,2.0,0.1,-20.52,0.52,-21.04
03/14/2025,03/14/2025,Sell to Open,BLK,03/28/2025,Put,850.0,Put Sell,Closed,1.0,4.15,414.73,0.27,414.46
03/14/2025,03/14/2025,Sell to Open,AAPL,03/28/2025,Call,227.5,Call Sell,Closed,3.0,1.01,302.2,0.8,301.4
03/14/2025,03/13/2025,Assigned,AAPL,03/14/2025,Put,232.5,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/14/2025,03/13/2025,Buy,AAPL,,,0.0,Stock Buy,Stock Trade,100.0,232.5,-23250.0,0.0,-23250.0
03/13/2025,03/13/2025,Sell to Open,WDAY,03/28/2025,Call,260.0,Call Sell,Closed,2.0,1.07,213.46,0.54,212.92
03/12/2025,03/12/2025,Sell to Open,ORCL,03/28/2025,Call,165.0,Call Sell,Closed,3.0,1.14,341.2,0.8,340.4
03/12/2025,03/12/2025,Sell to Open,XOM,03/21/2025,Call,115.0,Call Sell,Closed,3.0,0.42,125.21,0.79,124.42
03/12/2025,03/12/2025,Sell to Open,DE,03/28/2025,Put,405.0,Put Sell,Closed,1.0,1.23,122.74,0.26,122.48
03/12/2025,03/12/2025,Sell to Open,CVX,03/28/2025,Call,165.0,Call Sell,Closed,5.0,0.33,163.69,1.31,162.38
03/12/2025,03/12/2025,Sell to Open,COST,03/28/2025,Put,800.0,Put Sell,Closed,1.0,1.05,104.74,0.26,104.48
03/12/2025,03/12/2025,Sell to Open,AVGO,03/14/2025,Put,185.0,Put Sell,Closed,2.0,1.05,209.46,0.54,208.92
03/12/2025,03/12/2025,Sell to Open,ORCL,03/28/2025,Call,165.0,Call Sell,Closed,3.0,0.6,179.2,0.8,178.4
03/12/2025,03/12/2025,Sell to Open,INTC,03/28/2025,Call,24.0,Call Sell,Closed,25.0,0.27,668.39,6.61,661.78
03/12/2025,03/12/2025,Sell to Open,HD,03/28/2025,Call,395.0,Call Sell,Closed,3.0,0.92,275.2,0.8,274.4
03/12/2025,03/12/2025,Sell to Open,AVGO,03/28/2025,Call,225.0,Call Sell,Closed,5.0,1.36,678.67,1.33,677.34
03/12/2025,03/12/2025,Sell to Open,NVDA,03/21/2025,Call,130.0,Call Sell,Closed,5.0,1.1,548.67,1.33,547.34
03/11/2025,03/11/2025,Sell to Open,AAPL,03/14/2025,Put,210.0,Put Sell,Closed,1.0,1.1,109.74,0.26,109.48
03/11/2025,03/11/2025,Sell to Open,MCD,03/28/2025,Put,270.0,Put Sell,Closed,2.0,0.4,79.47,0.53,78.94
03/10/2025,03/10/2025,Buy to Open,NVDA,01/16/2026,Put,107.0,Put Buy,Open,2.0,17.9,-3580.52,0.52,-3581.04
03/10/2025,03/10/2025,Buy,NVDA,,,0.0,Stock Buy,Stock Trade,200.0,107.0,-21400.0,0.0,-21400.0
03/10/2025,03/10/2025,Sell to Open,AAPL,03/14/2025,Call,235.0,Call Sell,Closed,3.0,1.15,344.2,0.8,343.4
03/10/2025,03/10/2025,Sell to Open,COST,03/14/2025,Put,840.0,Put Sell,Closed,1.0,0.61,60.74,0.26,60.48
03/10/2025,03/10/2025,Buy to Open,AAPL,06/18/2026,Put,225.0,Put Buy,Open,3.0,23.3,-6990.78,0.78,-6991.56
03/10/2025,03/10/2025,Buy,AAPL,,,0.0,Stock Buy,Stock Trade,300.0,225.0,-67500.0,0.0,-67500.0
03/10/2025,03/10/2025,Sell to Open,WDAY,03/14/2025,Put,227.5,Put Sell,Closed,2.0,0.62,123.47,0.53,122.94
03/10/2025,03/10/2025,Sell to Open,CVX,03/14/2025,Call,165.0,Call Sell,Closed,9.0,0.21,186.61,2.39,184.22
03/10/2025,03/10/2025,Sell to Open,MSFT,03/14/2025,Put,350.0,Put Sell,Closed,2.0,0.52,103.47,0.53,102.94
03/10/2025,03/10/2025,Sell to Open,RF,03/21/2025,Put,21.0,Put Sell,Closed,3.0,0.3,89.21,0.79,88.42
03/10/2025,03/10/2025,Buy to Open,ORCL,06/20/2025,Put,150.0,Put Buy,Open,3.0,15.5,-4650.78,0.78,-4651.56
03/10/2025,03/10/2025,Sell to Open,SPY,03/14/2025,Put,535.0,Put Sell,Closed,3.0,0.68,203.2,0.8,202.4
03/10/2025,03/10/2025,Sell to Open,DE,03/14/2025,Put,460.0,Put Sell,Closed,2.0,0.7,139.47,0.53,138.94
03/10/2025,03/10/2025,Sell to Close,HD,03/21/2025,Put,360.0,Put Sell,Closed,3.0,2.88,863.19,0.81,862.38
03/10/2025,03/10/2025,Buy to Open,HD,06/18/2026,Put,380.0,Put Buy,Open,3.0,39.45,-11835.78,0.78,-11836.56
03/10/2025,03/10/2025,Sell to Open,CAT,03/14/2025,Put,335.0,Put Sell,Closed,2.0,1.3,259.46,0.54,258.92
03/10/2025,03/10/2025,Sell to Open,AVGO,03/14/2025,Put,165.0,Put Sell,Closed,2.0,0.68,135.47,0.53,134.94
03/10/2025,03/10/2025,Buy to Open,AMD,06/18/2026,Put,130.0,Put Buy,Open,15.0,36.93,-55398.91,3.91,-55402.82
03/10/2025,03/10/2025,Sell to Close,AMD,03/21/2025,Put,115.0,Put Sell,Closed,15.0,14.73,22090.44,4.56,22085.88
03/10/2025,03/10/2025,Qualified Dividend,CVX,,,0.0,Dividend,Qualified Dividend,0.0,0.0,1539.0,0.0,1539.0
03/10/2025,03/10/2025,Qualified Dividend,XOM,,,0.0,Dividend,Qualified Dividend,0.0,0.0,297.0,0.0,297.0
03/10/2025,03/07/2025,Buy,INTC,,,0.0,Stock Buy,Stock Trade,4500.0,23.5,-105750.0,0.0,-105750.0
03/10/2025,03/07/2025,Buy,HD,,,0.0,Stock Buy,Stock Trade,100.0,380.0,-38000.0,0.0,-38000.0
03/10/2025,03/07/2025,Buy,ORCL,,,0.0,Stock Buy,Stock Trade,300.0,160.0,-48000.0,0.0,-48000.0
03/10/2025,03/07/2025,Buy,NVDA,,,0.0,Stock Buy,Stock Trade,100.0,115.0,-11500.0,0.0,-11500.0
03/10/2025,03/07/2025,Buy,NVDA,,,0.0,Stock Buy,Stock Trade,100.0,116.0,-11600.0,0.0,-11600.0
03/10/2025,03/07/2025,Buy,NVDA,,,0.0,Stock Buy,Stock Trade,100.0,118.0,-11800.0,0.0,-11800.0
03/10/2025,03/07/2025,Expired,WDAY,03/07/2025,Put,247.5,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,AAPL,03/07/2025,Call,252.5,Call Expired,Closed,10.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,MSFT,03/07/2025,Put,360.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,AVGO,03/07/2025,Put,160.0,Put Expired,Closed,3.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,XOM,03/07/2025,Put,107.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,MSFT,03/07/2025,Call,410.0,Call Expired,Closed,-2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,MSFT,03/07/2025,Call,415.0,Call Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,MSFT,03/07/2025,Put,375.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,MCD,03/07/2025,Put,295.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,HD,03/07/2025,Call,405.0,Call Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Expired,CAT,03/07/2025,Put,330.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,INTC,03/07/2025,Put,23.5,Put Assigned,Closed,45.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,HD,03/07/2025,Put,380.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,ORCL,03/07/2025,Put,160.0,Put Assigned,Closed,3.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,NVDA,03/07/2025,Put,115.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,NVDA,03/07/2025,Put,116.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/10/2025,03/07/2025,Assigned,NVDA,03/07/2025,Put,118.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/07/2025,03/07/2025,Buy to Close,AAPL,03/07/2025,Put,237.5,Put Buy,Closed,1.0,0.04,-4.01,0.01,-4.02
03/07/2025,03/07/2025,Sell to Open,AAPL,03/14/2025,Put,232.5,Put Sell,Closed,1.0,1.79,178.74,0.26,178.48
03/07/2025,03/07/2025,Sell to Open,MSFT,03/14/2025,Put,360.0,Put Sell,Closed,1.0,0.52,51.74,0.26,51.48
03/07/2025,03/07/2025,Buy to Close,WDAY,03/07/2025,Call,272.5,Call Buy,Closed,2.0,0.1,-20.52,0.52,-21.04
03/07/2025,03/07/2025,Sell to Open,COST,03/14/2025,Put,860.0,Put Sell,Closed,1.0,0.5,49.74,0.26,49.48
03/06/2025,03/06/2025,Sell to Open,COST,03/14/2025,Put,900.0,Put Sell,Closed,2.0,1.07,213.46,0.54,212.92
03/06/2025,03/06/2025,Sell to Open,MSFT,03/14/2025,Put,375.0,Put Sell,Closed,2.0,0.93,185.46,0.54,184.92
03/06/2025,03/06/2025,Sell to Open,IVV,03/14/2025,Put,550.0,Put Sell,Closed,1.0,1.25,124.74,0.26,124.48
03/06/2025,03/06/2025,Sell to Open,HD,03/14/2025,Put,350.0,Put Sell,Closed,3.0,0.49,146.21,0.79,145.42
03/06/2025,03/06/2025,Sell to Open,EXPE,03/14/2025,Put,170.0,Put Sell,Closed,2.0,0.41,81.47,0.53,80.94
03/06/2025,03/06/2025,Buy to Open,CVX,01/16/2026,Put,150.0,Put Buy,Open,9.0,12.65,-11387.35,2.35,-11389.7
03/06/2025,03/06/2025,Sell to Close,CVX,03/21/2025,Put,150.0,Put Sell,Closed,9.0,2.95,2652.55,2.45,2650.1
03/06/2025,03/06/2025,Sell to Open,ORCL,03/14/2025,Put,130.0,Put Sell,Closed,2.0,0.83,165.47,0.53,164.94
03/06/2025,03/06/2025,Cash Dividend,AGG,,,0.0,Dividend,Cash Dividend,0.0,0.0,60.84,0.0,60.84
03/06/2025,03/05/2025,Buy to Close,SPXW,03/05/2025,Call,5840.0,Call Buy,Closed,1.0,2.63,-263.0,0.0,-263.0
03/06/2025,03/05/2025,Expired,SPXW,03/05/2025,Put,5705.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/06/2025,03/05/2025,Expired,SPXW,03/05/2025,Call,5845.0,Call Expired,Closed,-1.0,0.0,0.0,0.0,0.0
03/06/2025,03/05/2025,Expired,SPXW,03/05/2025,Put,5700.0,Put Expired,Closed,-1.0,0.0,0.0,0.0,0.0
