"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"04/07/2025","Sell to Open","QQQ 04/11/2025 450.00 C","CALL INVESCO QQQ TR $450 EXP 04/11/25","3","$3.17","$0.82","$950.18"
"04/07/2025","Sell to Open","COST 04/17/2025 660.00 P","PUT COSTCO WHSL CORP NEW$660 EXP 04/17/25","1","$1.44","$0.26","$143.74"
"04/07/2025","Sell to Open","GLD 04/11/2025 282.50 C","CALL SPDR GOLD TR $282.5 EXP 04/11/25","3","$0.69","$0.80","$206.20"
"04/07/2025","Sell to Open","ADBE 04/11/2025 285.00 P","PUT ADOBE INC $285 EXP 04/11/25","1","$1.01","$0.26","$100.74"
"04/07/2025","Sell to Open","MSFT 04/11/2025 390.00 C","CALL MICROSOFT CORP $390 EXP 04/11/25","3","$0.84","$0.80","$251.20"
"04/07/2025","Buy to Close","ISRG 04/11/2025 515.00 C","CALL INTUITIVE SURGICAL $515 EXP 04/11/25","2","$1.20","$0.52","-$240.52"
"04/07/2025","Buy to Close","META 04/11/2025 580.00 C","CALL META PLATFORMS INC $580 EXP 04/11/25","5","$1.90","$1.30","-$951.30"
"04/07/2025","Sell to Open","META 04/11/2025 580.00 C","CALL META PLATFORMS INC $580 EXP 04/11/25","10","$2.12","$2.70","$2117.30"
"04/07/2025","Sell to Open","AXP 04/11/2025 260.00 C","CALL AMERICAN EXPRESS CO$260 EXP 04/11/25","4","$0.81","$1.06","$322.94"
"04/07/2025","Sell to Open","ISRG 04/11/2025 515.00 C","CALL INTUITIVE SURGICAL $515 EXP 04/11/25","4","$1.70","$1.07","$678.93"
"04/07/2025","Sell to Open","GOOGL 04/11/2025 162.50 C","CALL ALPHABET INC $162.5 EXP 04/11/25","5","$0.47","$1.32","$233.68"
"04/07/2025","Sell to Open","GS 04/11/2025 350.00 P","PUT GOLDMAN SACHS GROUP $350 EXP 04/11/25","1","$2.81","$0.27","$280.73"
"04/07/2025","Sell to Open","TSLA 04/11/2025 130.00 P","PUT TESLA INC $130 EXP 04/11/25","2","$0.97","$0.54","$193.46"
"04/07/2025","Sell to Open","QQQ 04/11/2025 325.00 P","PUT INVESCO QQQ TR $325 EXP 04/11/25","2","$0.67","$0.53","$133.47"
"04/07/2025","Sell to Open","MSFT 04/11/2025 290.00 P","PUT MICROSOFT CORP $290 EXP 04/11/25","1","$1.13","$0.26","$112.74"
"04/07/2025","Sell to Open","META 04/11/2025 340.00 P","PUT META PLATFORMS INC $340 EXP 04/11/25","2","$0.75","$0.53","$149.47"
"04/07/2025","Sell to Open","COST 04/11/2025 730.00 P","PUT COSTCO WHSL CORP NEW$730 EXP 04/11/25","1","$3.05","$0.27","$304.73"
"04/07/2025","Sell to Open","BLK 04/11/2025 650.00 P","PUT BLACKROCK INC NEW $650 EXP 04/11/25","1","$4.75","$0.27","$474.73"
"04/07/2025 as of 04/04/2025","Expired","CRM 04/04/2025 282.50 C","CALL SALESFORCE INC $282.5 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Expired","TSLA 04/04/2025 230.00 P","PUT TESLA INC $230 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Expired","TSLA 04/04/2025 200.00 P","PUT TESLA INC $200 EXP 04/04/25","3","","",""
"04/07/2025 as of 04/04/2025","Expired","COST 04/04/2025 900.00 P","PUT COSTCO WHSL CORP NEW$900 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Expired","COST 04/04/2025 880.00 P","PUT COSTCO WHSL CORP NEW$880 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Expired","COST 04/04/2025 860.00 P","PUT COSTCO WHSL CORP NEW$860 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Expired","COST 04/04/2025 915.00 P","PUT COSTCO WHSL CORP NEW$915 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Expired","XLE 04/04/2025 95.00 C","CALL SPDR ENERGY $95 EXP 04/04/25","5","","",""
"04/07/2025 as of 04/04/2025","Expired","WFC 04/04/2025 73.00 C","CALL WELLS FARGO & CO $73 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Expired","TSLA 04/04/2025 320.00 C","CALL TESLA INC $320 EXP 04/04/25","3","","",""
"04/07/2025 as of 04/04/2025","Expired","ISRG 04/04/2025 450.00 P","PUT INTUITIVE SURGICAL I$450 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Expired","ISRG 04/04/2025 520.00 C","CALL INTUITIVE SURGICAL $520 EXP 04/04/25","3","","",""
"04/07/2025 as of 04/04/2025","Expired","GLD 04/04/2025 272.00 P","PUT SPDR GOLD TR $272 EXP 04/04/25","10","","",""
"04/07/2025 as of 04/04/2025","Assigned","AMZN 04/04/2025 180.00 P","PUT AMAZON.COM INC $180 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","AMZN 04/04/2025 190.00 P","PUT AMAZON.COM INC $190 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","META 04/04/2025 580.00 P","PUT META PLATFORMS INC $580 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","META 04/04/2025 520.00 P","PUT META PLATFORMS INC $520 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","META 04/04/2025 560.00 P","PUT META PLATFORMS INC $560 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","META 04/04/2025 540.00 P","PUT META PLATFORMS INC $540 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","MSFT 04/04/2025 360.00 P","PUT MICROSOFT CORP $360 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","MSFT 04/04/2025 380.00 P","PUT MICROSOFT CORP $380 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","MSFT 04/04/2025 370.00 P","PUT MICROSOFT CORP $370 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","ADBE 04/04/2025 365.00 P","PUT ADOBE INC $365 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","ADBE 04/04/2025 380.00 P","PUT ADOBE INC $380 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","GLD 04/04/2025 282.00 P","PUT SPDR GOLD TR $282 EXP 04/04/25","3","","",""
"04/07/2025 as of 04/04/2025","Assigned","CRM 04/04/2025 250.00 P","PUT SALESFORCE INC $250 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","SPY 04/04/2025 540.00 P","PUT SPDR S&P ...500 $540 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","SPY 04/04/2025 555.00 P","PUT SPDR S&P ...500 $555 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","SPY 04/04/2025 530.00 P","PUT SPDR S&P ...500 $530 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","GS 04/04/2025 540.00 P","PUT GOLDMAN SACHS GROUP $540 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","QCOM 04/04/2025 145.00 P","PUT QUALCOMM INC $145 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","AXP 04/04/2025 267.50 P","PUT AMERICAN EXPRESS CO $267.5 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","AXP 04/04/2025 250.00 P","PUT AMERICAN EXPRESS CO $250 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","ISRG 04/04/2025 490.00 P","PUT INTUITIVE SURGICAL I$490 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","BLK 04/04/2025 910.00 P","PUT BLACKROCK INC NEW $910 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","BLK 04/04/2025 890.00 P","PUT BLACKROCK INC NEW $890 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","BLK 04/04/2025 925.00 P","PUT BLACKROCK INC NEW $925 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","TEAM 04/04/2025 210.00 P","PUT ATLASSIAN CORP $210 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","QQQ 04/04/2025 450.00 P","PUT INVESCO QQQ TR $450 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Assigned","QQQ 04/04/2025 435.00 P","PUT INVESCO QQQ TR $435 EXP 04/04/25","1","","",""
"04/07/2025 as of 04/04/2025","Assigned","GOOGL 04/04/2025 148.00 P","PUT ALPHABET INC $148 EXP 04/04/25","2","","",""
"04/07/2025 as of 04/04/2025","Buy","AMZN","AMAZON.COM INC","200","$180.00","","-$36000.00"
"04/07/2025 as of 04/04/2025","Buy","AMZN","AMAZON.COM INC","200","$190.00","","-$38000.00"
"04/07/2025 as of 04/04/2025","Buy","META","META PLATFORMS INC CLASS A","200","$580.00","","-$116000.00"
"04/07/2025 as of 04/04/2025","Buy","META","META PLATFORMS INC CLASS A","200","$520.00","","-$104000.00"
"04/07/2025 as of 04/04/2025","Buy","META","META PLATFORMS INC CLASS A","200","$560.00","","-$112000.00"
"04/07/2025 as of 04/04/2025","Buy","META","META PLATFORMS INC CLASS A","200","$540.00","","-$108000.00"
"04/07/2025 as of 04/04/2025","Buy","MSFT","MICROSOFT CORP","200","$360.00","","-$72000.00"
"04/07/2025 as of 04/04/2025","Buy","MSFT","MICROSOFT CORP","200","$380.00","","-$76000.00"
"04/07/2025 as of 04/04/2025","Buy","MSFT","MICROSOFT CORP","200","$370.00","","-$74000.00"
"04/07/2025 as of 04/04/2025","Buy","ADBE","ADOBE INC","100","$365.00","","-$36500.00"
"04/07/2025 as of 04/04/2025","Buy","ADBE","ADOBE INC","200","$380.00","","-$76000.00"
"04/07/2025 as of 04/04/2025","Buy","GLD","SPDR GOLD SHARES ETF","300","$282.00","","-$84600.00"
"04/07/2025 as of 04/04/2025","Buy","CRM","SALESFORCE INC","200","$250.00","","-$50000.00"
"04/07/2025 as of 04/04/2025","Buy","SPY","SPDR S&P ...500 ETF","200","$540.00","","-$108000.00"
"04/07/2025 as of 04/04/2025","Buy","SPY","SPDR S&P ...500 ETF","200","$555.00","","-$111000.00"
"04/07/2025 as of 04/04/2025","Buy","SPY","SPDR S&P ...500 ETF","200","$530.00","","-$106000.00"
"04/07/2025 as of 04/04/2025","Buy","GS","GOLDMAN SACHS GROUP INC","200","$540.00","","-$108000.00"
"04/07/2025 as of 04/04/2025","Buy","QCOM","QUALCOMM INC","200","$145.00","","-$29000.00"
"04/07/2025 as of 04/04/2025","Buy","AXP","AMERICAN EXPRESS CO","200","$267.50","","-$53500.00"
"04/07/2025 as of 04/04/2025","Buy","AXP","AMERICAN EXPRESS CO","200","$250.00","","-$50000.00"
"04/07/2025 as of 04/04/2025","Buy","ISRG","INTUITIVE SURGICAL INC","100","$490.00","","-$49000.00"
"04/07/2025 as of 04/04/2025","Buy","BLK","BLACKROCK INC NEW","100","$910.00","","-$91000.00"
"04/07/2025 as of 04/04/2025","Buy","BLK","BLACKROCK INC NEW","100","$890.00","","-$89000.00"
"04/07/2025 as of 04/04/2025","Buy","BLK","BLACKROCK INC NEW","100","$925.00","","-$92500.00"
"04/07/2025 as of 04/04/2025","Buy","TEAM","ATLASSIAN CORP CLASS A","200","$210.00","","-$42000.00"
"04/07/2025 as of 04/04/2025","Buy","QQQ","INVESCO QQQ TRUST","200","$450.00","","-$90000.00"
"04/07/2025 as of 04/04/2025","Buy","QQQ","INVESCO QQQ TRUST","100","$435.00","","-$43500.00"
"04/07/2025 as of 04/04/2025","Buy","GOOGL","ALPHABET INC CLASS A","200","$148.00","","-$29600.00"
"04/04/2025","Sell to Open","ISRG 04/11/2025 390.00 P","PUT INTUITIVE SURGICAL I$390 EXP 04/11/25","1","$1.70","$0.26","$169.74"
"04/04/2025","Sell to Open","ADP 04/11/2025 272.50 P","PUT AUTOMATIC DATA PROCE$272.5 EXP 04/11/25","2","$1.87","$0.54","$373.46"
"04/04/2025","Sell to Open","GLD 04/11/2025 268.00 P","PUT SPDR GOLD TR $268 EXP 04/11/25","2","$0.73","$0.53","$145.47"
"04/04/2025","Sell to Open","CRM 04/11/2025 205.00 P","PUT SALESFORCE INC $205 EXP 04/11/25","2","$0.60","$0.53","$119.47"
"04/04/2025","Sell to Open","AMZN 04/11/2025 145.00 P","PUT AMAZON.COM INC $145 EXP 04/11/25","2","$0.70","$0.53","$139.47"
"04/04/2025","Sell to Open","META 04/11/2025 360.00 P","PUT META PLATFORMS INC $360 EXP 04/11/25","1","$0.51","$0.26","$50.74"
"04/04/2025","Sell to Open","CMI 04/17/2025 240.00 P","PUT CUMMINS INC $240 EXP 04/17/25","2","$1.70","$0.54","$339.46"
"04/04/2025","Sell to Open","MSFT 04/11/2025 310.00 P","PUT MICROSOFT CORP $310 EXP 04/11/25","2","$0.73","$0.53","$145.47"
"04/04/2025","Sell to Open","GOOGL 04/11/2025 129.00 P","PUT ALPHABET INC $129 EXP 04/11/25","1","$0.72","$0.26","$71.74"
"04/04/2025","Sell to Open","COST 04/11/2025 815.00 P","PUT COSTCO WHSL CORP NEW$815 EXP 04/11/25","1","$1.95","$0.27","$194.73"
"04/04/2025","Sell to Open","BLK 04/11/2025 730.00 P","PUT BLACKROCK INC NEW $730 EXP 04/11/25","1","$5.35","$0.27","$534.73"
"04/04/2025","Sell to Open","ADBE 04/11/2025 330.00 P","PUT ADOBE INC $330 EXP 04/11/25","1","$2.78","$0.27","$277.73"
"04/04/2025","Sell to Open","QQQ 04/11/2025 350.00 P","PUT INVESCO QQQ TR $350 EXP 04/11/25","2","$0.65","$0.53","$129.47"
"04/04/2025","Sell to Open","WFC 04/11/2025 72.00 C","CALL WELLS FARGO & CO $72 EXP 04/11/25","4","$0.17","$1.05","$66.95"
"04/04/2025","Sell to Open","TSLA 04/11/2025 150.00 P","PUT TESLA INC $150 EXP 04/11/25","3","$0.87","$0.80","$260.20"
"04/04/2025","Sell to Open","META 04/11/2025 390.00 P","PUT META PLATFORMS INC $390 EXP 04/11/25","2","$0.92","$0.54","$183.46"
"04/04/2025","Sell to Open","GS 04/11/2025 400.00 P","PUT GOLDMAN SACHS GROUP $400 EXP 04/11/25","2","$3.61","$0.55","$721.45"
"04/04/2025","Sell to Open","GLD 04/11/2025 272.00 P","PUT SPDR GOLD TR $272 EXP 04/11/25","1","$0.82","$0.26","$81.74"
"04/04/2025","Sell to Open","QCOM 04/11/2025 120.00 P","PUT QUALCOMM INC $120 EXP 04/11/25","2","$1.28","$0.54","$255.46"
"04/04/2025","Sell to Open","SPY 04/11/2025 430.00 P","PUT SPDR S&P ...500 $430 EXP 04/11/25","2","$0.81","$0.53","$161.47"
"04/04/2025","Buy to Open","ADBE 10/17/2025 340.00 P","PUT ADOBE INC $340 EXP 10/17/25","4","$27.68","$1.04","-$11073.04"
"04/04/2025","Buy to Close","ADBE 04/11/2025 350.00 P","PUT ADOBE INC $350 EXP 04/11/25","1","$7.60","$0.26","-$760.26"
"04/04/2025 as of 04/03/2025","Assigned","WFC 04/04/2025 71.00 P","PUT WELLS FARGO & CO $71 EXP 04/04/25","2","","",""
"04/04/2025 as of 04/03/2025","Assigned","CRM 04/04/2025 270.00 P","PUT SALESFORCE INC $270 EXP 04/04/25","2","","",""
"04/04/2025 as of 04/03/2025","Assigned","GOOGL 04/04/2025 162.50 P","PUT ALPHABET INC $162.5 EXP 04/04/25","3","","",""
"04/04/2025 as of 04/03/2025","Buy","WFC","WELLS FARGO & CO","200","$71.00","","-$14200.00"
"04/04/2025 as of 04/03/2025","Buy","CRM","SALESFORCE INC","200","$270.00","","-$54000.00"
"04/04/2025 as of 04/03/2025","Buy","GOOGL","ALPHABET INC CLASS A","300","$162.50","","-$48750.00"
"04/03/2025","Sell to Open","TSLA 04/11/2025 200.00 P","PUT TESLA INC $200 EXP 04/11/25","2","$0.61","$0.53","$121.47"
"04/03/2025","Sell to Open","SPY 04/11/2025 500.00 P","PUT SPDR S&P ...500 $500 EXP 04/11/25","2","$0.76","$0.53","$151.47"
"04/03/2025","Sell to Open","META 04/11/2025 460.00 P","PUT META PLATFORMS INC $460 EXP 04/11/25","1","$1.37","$0.26","$136.74"
"04/03/2025","Sell to Open","GS 04/11/2025 460.00 P","PUT GOLDMAN SACHS GROUP $460 EXP 04/11/25","1","$0.89","$0.26","$88.74"
"04/03/2025","Buy to Close","ISRG 04/04/2025 470.00 P","PUT INTUITIVE SURGICAL I$470 EXP 04/04/25","1","$1.30","$0.26","-$130.26"
"04/02/2025","Sell to Open","IWF 04/17/2025 385.00 C","CALL ISHR RSL 1000 GRWTH$385 EXP 04/17/25","1","$1.10","$0.26","$109.74"
"04/02/2025","Sell to Open","ADP 04/11/2025 285.00 P","PUT AUTOMATIC DATA PROCE$285 EXP 04/11/25","2","$0.30","$0.53","$59.47"
"04/02/2025","Sell to Open","CRM 04/04/2025 282.50 C","CALL SALESFORCE INC $282.5 EXP 04/04/25","2","$0.54","$0.53","$107.47"
"04/02/2025","Sell to Open","XLE 04/04/2025 95.00 C","CALL SPDR ENERGY $95 EXP 04/04/25","5","$0.37","$1.32","$183.68"
"04/02/2025","Sell to Open","COST 04/04/2025 915.00 P","PUT COSTCO WHSL CORP NEW$915 EXP 04/04/25","1","$0.81","$0.26","$80.74"
